tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2015-339,Brisbane,Hard,28,A,20150104,1,105357,,WC,John Millman,R,183,AUS,25.5605749487,105733,,Q,Rhyne Williams,R,,USA,23.7919233402,6-3 6-1,3,R32,65,6,2,44,24,19,14,8,1,1,3,4,50,31,20,5,8,1,5,153,328,220,221
2015-339,Brisbane,Hard,28,A,20150104,2,103813,,,Jarkko Nieminen,L,185,FIN,33.453798768,106045,,Q,Denis Kudla,R,180,USA,22.3846680356,4-6 6-1 6-4,3,R32,104,4,0,92,59,39,17,14,4,7,6,1,83,50,26,19,13,3,8,73,689,123,440
2015-339,Brisbane,Hard,28,A,20150104,3,105902,,WC,James Duckworth,R,183,AUS,22.9568788501,104468,6,,Gilles Simon,R,183,FRA,30.0232717317,6-2 6-2,3,R32,68,4,0,45,27,20,11,8,2,3,2,1,56,37,22,5,8,10,15,125,430,21,1730
2015-339,Brisbane,Hard,28,A,20150104,4,104871,,,Jeremy Chardy,R,188,FRA,27.8959616701,104979,,,Andrey Golubev,R,185,KAZ,27.4579055441,6-4 6-4,3,R32,69,7,1,53,39,31,11,10,0,0,9,2,57,38,30,8,10,1,3,31,1195,72,691
2015-339,Brisbane,Hard,28,A,20150104,5,105373,,,Martin Klizan,L,190,SVK,25.4866529774,103781,,,Jurgen Melzer,L,183,AUT,33.6235455168,6-7(5) 7-6(6) 6-1,3,R32,144,9,4,130,79,55,27,16,6,8,4,4,95,62,40,19,15,4,8,34,1094,110,505
2015-339,Brisbane,Hard,28,A,20150104,6,105238,7,,Alexandr Dolgopolov,R,180,UKR,26.160164271,104122,,,Carlos Berlocq,R,183,ARG,31.9206023272,6-2 6-3,3,R32,78,6,1,49,31,24,12,9,3,4,3,2,78,53,32,8,8,11,15,23,1455,71,700
2015-339,Brisbane,Hard,28,A,20150104,7,103997,,Q,Lukasz Kubot,R,190,POL,32.6406570842,104731,5,,Kevin Anderson,R,203,RSA,28.6351813826,7-6(3) 6-4,3,R32,110,6,5,78,51,35,14,11,3,5,12,3,76,43,30,17,11,4,7,177,282,16,2080
2015-339,Brisbane,Hard,28,A,20150104,8,105032,,,Sam Groth,R,,AUS,27.2142368241,103720,,,Lleyton Hewitt,R,180,AUS,33.8617385352,6-3 6-2,3,R32,59,14,0,47,34,30,8,9,2,2,1,2,45,22,13,14,8,1,4,85,586,84,595
2015-339,Brisbane,Hard,28,A,20150104,9,105062,,,Mikhail Kukushkin,R,183,KAZ,27.0280629706,105657,,Q,Marius Copil,R,193,ROU,24.219028063,6-4 4-6 6-4,3,R32,113,3,1,84,56,42,16,15,1,3,17,2,89,56,46,15,15,3,6,69,705,201,242
2015-339,Brisbane,Hard,28,A,20150104,10,106423,,WC,Thanasi Kokkinakis,R,,AUS,18.7378507871,103898,8,,Julien Benneteau,R,185,FRA,33.0431211499,6-4 6-3,3,R32,75,9,1,52,30,25,14,10,1,2,5,3,52,33,23,7,9,1,4,149,341,25,1365
