2003-M-FU-COL-03A-2003,Colombia F1,Clay,32,S,20031006,001,103336,1,,104253,,,6-2 6-4,3,R32,Marko Neunteibl,U,,AUT,24.5749486653,Juan Martin Aranguren,R,,ARG,19.9972621492,274,128,802,13,,,,,,,,,,,,,,,,,,,,,,,,,
2003-M-FU-COL-03A-2003,Colombia F1,Clay,32,S,20031006,002,103809,,,104113,,,6-3 3-6 6-0,3,R32,Diogo Cruz,U,,BRA,22.2176591376,Carlos Salamanca,L,196,COL,20.7227926078,929,8,858,10,,,,,,,,,,,,,,,,,,,,,,,,,
2003-M-FU-COL-03A-2003,Colombia F1,Clay,32,S,20031006,003,103926,,,118734,,Q,6-0 6-0,3,R32,Daniel Munoz De La Nava,L,,ESP,21.6837782341,Carlos Joya,U,,COL,29.3552361396,625,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-M-FU-COL-03A-2003,Colombia F1,Clay,32,S,20031006,004,103850,7,,104438,,Q,6-4 6-4,3,R32,Sebastian Decoud,L,178,ARG,22.0479123888,Oscar Rodriguez Sanchez,U,,COL,18.9952087611,493,45,979,6,,,,,,,,,,,,,,,,,,,,,,,,,
2003-M-FU-COL-03A-2003,Colombia F1,Clay,32,S,20031006,005,104027,4,,104260,,,6-1 7-5,3,R32,Pablo Gonzalez,R,178,COL,21.2621492129,Johny De Leon,U,,ECU,19.9698836413,382,77,1061,5,,,,,,,,,,,,,,,,,,,,,,,,,
2003-M-FU-COL-03A-2003,Colombia F1,Clay,32,S,20031006,006,105053,,WC,109532,,WC,6-2 6-0,3,R32,Santiago Giraldo,R,188,COL,15.8576317591,Erasmo Vazquez,U,,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-M-FU-COL-03A-2003,Colombia F1,Clay,32,S,20031006,007,103334,,,104680,,Q,6-3 7-6(6),3,R32,Ronaldo Carvalho,U,,BRA,24.6023271732,Bruno Rosa,U,,BRA,17.6399726215,553,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-M-FU-COL-03A-2003,Colombia F1,Clay,32,S,20031006,008,103689,8,,103736,,,6-4 2-6 6-2,3,R32,Guillermo Carry,U,,ARG,22.7214236824,Diego Acuna,U,,PER,22.546201232,512,42,1022,5,,,,,,,,,,,,,,,,,,,,,,,,,
2003-M-FU-COL-03A-2003,Colombia F1,Clay,32,S,20031006,009,104474,,Q,104021,6,,6-3 7-5,3,R32,Leonardo Kirche,R,188,BRA,18.7515400411,Marco Mirnegg,R,180,AUT,21.2840520192,1153,4,464,49,,,,,,,,,,,,,,,,,,,,,,,,,
2003-M-FU-COL-03A-2003,Colombia F1,Clay,32,S,20031006,010,103742,,,104511,,Q,6-3 6-3,3,R32,Diego Cristin,U,,ARG,22.5023956194,Lenoir Ramos,R,190,BRA,18.598220397,1061,5,1341,2,,,,,,,,,,,,,,,,,,,,,,,,,
2003-M-FU-COL-03A-2003,Colombia F1,Clay,32,S,20031006,011,103987,,,103357,,,4-6 6-1 6-4,3,R32,Alessandro Camarco,U,,BRA,21.4483230664,Javier Taborga,R,,BOL,24.476386037,541,37,562,33,,,,,,,,,,,,,,,,,,,,,,,,,
2003-M-FU-COL-03A-2003,Colombia F1,Clay,32,S,20031006,012,104122,3,,104698,,Q,6-2 6-2,3,R32,Carlos Berlocq,R,183,ARG,20.6707734428,Diego Cubas,U,,BRA,17.5633127995,370,83,1250,3,,,,,,,,,,,,,,,,,,,,,,,,,
2003-M-FU-COL-03A-2003,Colombia F1,Clay,32,S,20031006,013,103883,5,,103968,,,6-4 6-2,3,R32,Lucas Engel,U,,BRA,21.8453114305,Riccardo Desto,U,,ITA,21.5249828884,425,61,958,7,,,,,,,,,,,,,,,,,,,,,,,,,
2003-M-FU-COL-03A-2003,Colombia F1,Clay,32,S,20031006,014,108677,,WC,102935,,,6-4 6-2,3,R32,Daniel Isaza,U,,COL,17.1334702259,Rodrigo Ribeiro,R,,BRA,26.6529774127,,,840,11,,,,,,,,,,,,,,,,,,,,,,,,,
2003-M-FU-COL-03A-2003,Colombia F1,Clay,32,S,20031006,015,104199,,Q,104096,,Q,6-3 6-3,3,R32,Sebastian Quintero,U,,COL,20.3394934976,Sat Galan,R,,COL,20.8240930869,1132,4,1341,2,,,,,,,,,,,,,,,,,,,,,,,,,
