tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2015-1536,Madrid Masters,Clay,56,M,20150503,300,103523,104495,,,103690,102800,5,,6-2 6-7 11-9,3,F,Rohan Bopanna,R,190,IND,35.1649555099,Florin Mergea,R,180,ROU,30.2669404517,Marcin Matkowski,R,188,POL,34.2970568104,Nenad Zimonjic,R,190,SRB,38.9130732375,24,2490,19,3470,21,2990,5,5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,299,103690,102800,5,,103852,103018,,WC,6-3 6-7 10-7,3,SF,Marcin Matkowski,R,188,POL,34.2970568104,Nenad Zimonjic,R,190,SRB,38.9130732375,Feliciano Lopez,L,188,ESP,33.6180698152,Max Mirnyi,R,196,BLR,37.826146475,21,2990,5,5610,52,1520,62,1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,298,103523,104495,,,104719,104043,6,,6-7 6-3 11-9,3,SF,Rohan Bopanna,R,190,IND,35.1649555099,Florin Mergea,R,180,ROU,30.2669404517,Marcel Granollers,R,190,ESP,29.0595482546,Marc Lopez,R,175,ESP,32.758384668,24,2490,19,3470,14,4670,13,4730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,297,104719,104043,6,,105577,106058,3,,2-6 0-1 RET,3,QF,Marcel Granollers,R,190,ESP,29.0595482546,Marc Lopez,R,175,ESP,32.758384668,Vasek Pospisil,R,193,CAN,24.8624229979,Jack Sock,R,185,USA,22.6064339493,14,4670,13,4730,4,5635,9,4960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,296,103690,102800,5,,105227,104678,,,6-4 6-7 13-11,3,QF,Marcin Matkowski,R,188,POL,34.2970568104,Nenad Zimonjic,R,190,SRB,38.9130732375,Marin Cilic,R,198,CRO,26.5954825462,Viktor Troicki,R,193,SRB,29.2265571526,21,2990,5,5610,111,640,332,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,295,103523,104495,,,108701,105173,,,6-3 6-2,3,QF,Rohan Bopanna,R,190,IND,35.1649555099,Florin Mergea,R,180,ROU,30.2669404517,Juan Sebastian Cabal,R,,COL,29.0239561944,Adrian Mannarino,L,183,FRA,26.8446269678,24,2490,19,3470,27,2360,824,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,294,103852,103018,,WC,104679,105188,,,6-4 6-7 10-4,3,QF,Feliciano Lopez,L,188,ESP,33.6180698152,Max Mirnyi,R,196,BLR,37.826146475,Jamie Murray,L,190,GBR,29.2183436003,John Peers,R,,AUS,26.7734428474,52,1520,62,1215,26,2450,25,2450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,293,108701,105173,,,103184,103185,1,,7-6 7-5,3,R16,Juan Sebastian Cabal,R,,COL,29.0239561944,Adrian Mannarino,L,183,FRA,26.8446269678,Bob Bryan,L,193,USA,37.0130047912,Mike Bryan,R,190,USA,37.0130047912,27,2360,824,45,1,11670,1,11670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,292,104679,105188,,,104471,104249,2,,7-6 6-2,3,R16,Jamie Murray,L,190,GBR,29.2183436003,John Peers,R,,AUS,26.7734428474,Ivan Dodig,R,183,CRO,30.3326488706,Marcelo Melo,R,203,BRA,31.6112251882,26,2450,25,2450,6,5125,3,5890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,291,105577,106058,3,,104731,104871,,,6-7 6-1 10-4,3,R16,Vasek Pospisil,R,193,CAN,24.8624229979,Jack Sock,R,185,USA,22.6064339493,Kevin Anderson,R,203,RSA,28.9609856263,Jeremy Chardy,R,188,FRA,28.2217659138,4,5635,9,4960,83,885,69,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,290,105227,104678,,,103828,104486,4,,6-4 2-6 10-7,3,R16,Marin Cilic,R,198,CRO,26.5954825462,Viktor Troicki,R,193,SRB,29.2265571526,Jean Julien Rojer,R,183,AHO,33.6892539357,Horia Tecau,R,193,ROU,30.2861054073,111,640,332,195,12,4750,11,4750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,289,103690,102800,5,,105777,103781,,,6-3 7-6,3,R16,Marcin Matkowski,R,188,POL,34.2970568104,Nenad Zimonjic,R,190,SRB,38.9130732375,Grigor Dimitrov,R,188,BUL,23.9671457906,Jurgen Melzer,L,183,AUT,33.9493497604,21,2990,5,5610,122,605,35,2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,288,104719,104043,6,,104655,103543,,,6-4 6-4,3,R16,Marcel Granollers,R,190,ESP,29.0595482546,Marc Lopez,R,175,ESP,32.758384668,Pablo Cuevas,R,180,URU,29.3360711841,David Marrero,R,185,ESP,35.0691307324,14,4670,13,4730,58,1295,30,2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,287,103852,103018,,WC,102110,102233,7,,7-6 6-3,3,R16,Feliciano Lopez,L,188,ESP,33.6180698152,Max Mirnyi,R,196,BLR,37.826146475,Daniel Nestor,L,190,CAN,42.6611909651,Leander Paes,R,178,IND,41.87816564,52,1520,62,1215,7,4980,23,2720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,286,103523,104495,,,103917,104273,8,,6-4 4-6 10-5,3,R16,Rohan Bopanna,R,190,IND,35.1649555099,Florin Mergea,R,180,ROU,30.2669404517,Nicolas Mahut,R,190,FRA,33.2813141684,Edouard Roger Vasselin,R,188,FRA,31.4305270363,24,2490,19,3470,22,2915,10,4890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,285,104731,104871,,,102405,106401,,WC,7-5 6-3,3,R32,Kevin Anderson,R,203,RSA,28.9609856263,Jeremy Chardy,R,188,FRA,28.2217659138,Mahesh Bhupathi,R,185,IND,40.9062286105,Nick Kyrgios,R,193,AUS,20.0191649555,83,885,69,1055,819,45,1199,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,284,103523,104495,,,105775,105573,,,5-7 7-6 10-6,3,R32,Rohan Bopanna,R,190,IND,35.1649555099,Florin Mergea,R,180,ROU,30.2669404517,Marin Draganja,R,,CRO,23.9753593429,Henri Kontinen,R,,FIN,24.8733744011,24,2490,19,3470,20,3345,29,2323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,283,108701,105173,,,104620,104926,,,6-4 1-6 12-10,3,R32,Juan Sebastian Cabal,R,,COL,29.0239561944,Adrian Mannarino,L,183,FRA,26.8446269678,Simone Bolelli,R,183,ITA,29.568788501,Fabio Fognini,R,178,ITA,27.9452429843,27,2360,824,45,18,3745,16,4105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,282,105227,104678,,,105053,103822,,,6-4 6-2,3,R32,Marin Cilic,R,198,CRO,26.5954825462,Viktor Troicki,R,193,SRB,29.2265571526,Santiago Giraldo,R,188,COL,27.4332648871,Scott Lipsky,R,185,USA,33.7193702943,111,640,332,195,88,855,32,2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,281,104655,103543,,,105449,105023,,AL,3-6 6-3 17-15,3,R32,Pablo Cuevas,R,180,URU,29.3360711841,David Marrero,R,185,ESP,35.0691307324,Steve Johnson,R,188,USA,25.3579739904,Sam Querrey,R,198,USA,27.5728952772,58,1295,30,2310,94,780,59,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,280,105777,103781,,,104792,104542,,,4-6 6-4 10-3,3,R32,Grigor Dimitrov,R,188,BUL,23.9671457906,Jurgen Melzer,L,183,AUT,33.9493497604,Gael Monfils,R,193,FRA,28.6707734428,Jo Wilfried Tsonga,R,188,FRA,30.045174538,122,605,35,2080,577,90,209,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,279,103852,103018,,WC,103580,103946,,,6-4 7-5,3,R32,Feliciano Lopez,L,188,ESP,33.6180698152,Max Mirnyi,R,196,BLR,37.826146475,Alexander Peya,R,183,AUT,34.8501026694,Bruno Soares,R,180,BRA,33.1800136893,52,1520,62,1215,17,3980,15,4160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-1536,Madrid Masters,Clay,56,M,20150503,278,104679,105188,,,104338,104919,,,6-2 6-3,3,R32,Jamie Murray,L,190,GBR,29.2183436003,John Peers,R,,AUS,26.7734428474,Juan Monaco,R,185,ARG,31.0965092402,Leonardo Mayer,R,188,ARG,27.9698836413,26,2450,25,2450,98,745,71,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2276,Zagreb,Hard,28,A,20150202,300,105775,105573,2,,104802,104646,,,6-4 6-4,3,F,Marin Draganja,R,,CRO,23.7262149213,Henri Kontinen,R,,FIN,24.6242299795,Fabrice Martin,R,,FRA,28.3942505133,Purav Raja,R,,IND,29.1553730322,29,2430,52,1513,137,540,107,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2276,Zagreb,Hard,28,A,20150202,299,105775,105573,2,,104660,104678,,,7-6 6-4,3,SF,Marin Draganja,R,,CRO,23.7262149213,Henri Kontinen,R,,FIN,24.6242299795,Sergiy Stakhovsky,R,193,UKR,29.0732375086,Viktor Troicki,R,193,SRB,28.977412731,29,2430,52,1513,187,391,1278,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2276,Zagreb,Hard,28,A,20150202,298,104802,104646,,,105029,105012,4,,3-6 6-1 10-6,3,SF,Fabrice Martin,R,,FRA,28.3942505133,Purav Raja,R,,IND,29.1553730322,Sergey Betov,R,,BLR,27.3018480493,Alexander Bury,R,,BLR,27.3867214237,137,540,107,651,95,747,97,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2276,Zagreb,Hard,28,A,20150202,297,104802,104646,,,102963,103690,1,,6-3 3-6 10-8,3,QF,Fabrice Martin,R,,FRA,28.3942505133,Purav Raja,R,,IND,29.1553730322,Robert Lindstedt,R,190,SWE,37.8754277892,Marcin Matkowski,R,188,POL,34.0479123888,137,540,107,651,32,2130,26,2510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2276,Zagreb,Hard,28,A,20150202,296,105775,105573,2,,104180,104997,,,7-5 6-4,3,QF,Marin Draganja,R,,CRO,23.7262149213,Henri Kontinen,R,,FIN,24.6242299795,Gilles Muller,L,193,LUX,31.7371663244,Igor Sijsling,R,190,NED,27.4606433949,29,2430,52,1513,207,352,202,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-2276,Zagreb,Hard,28,A,20150202,295,105029,105012,4,,104882,105015,,,7-6 6-3,3,QF,Sergey Betov,R,,BLR,27.3018480493,Alexander Bury,R,,BLR,27.3867214237,Blaz Kavcic,R,188,SLO,27.9151266256,Franco Skugor,R,193,CRO,27.370294319,95,747,97,729,,,121,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
