tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2001-301,Auckland,Hard,32,A,20010108,1,102905,,,Stefan Koubek,L,175,AUT,24.0,102644,1,,Franco Squillari,L,183,ARG,25.3,7-6(4) 6-2,3,R32,84,5,2,93,58,38,17,10,14,16,5,5,66,31,19,15,10,4,8,52,755,14,1598
2001-301,Auckland,Hard,32,A,20010108,2,102231,,,Alex Calatrava,R,190,ESP,27.5,102860,,,Agustin Calleri,R,183,ARG,24.3,6-3 1-6 6-3,3,R32,78,6,2,74,47,36,14,13,0,2,14,3,63,37,33,11,12,1,3,53,751,64,633
2001-301,Auckland,Hard,32,A,20010108,3,102257,,WC,Greg Rusedski,L,193,GBR,27.3,103066,,WC,Mark Nielsen,R,185,NZL,23.2,6-4 6-4,3,R32,87,15,5,64,36,29,17,10,4,4,1,5,72,45,31,12,10,4,6,73,575,260,129
2001-301,Auckland,Hard,32,A,20010108,4,101647,5,,Byron Black,R,175,ZIM,31.2,102287,,,Albert Portas,R,188,ESP,27.1,2-6 6-2 6-4,3,R32,81,1,1,72,52,34,11,13,2,5,15,0,69,35,31,11,13,3,7,35,965,49,760
2001-301,Auckland,Hard,32,A,20010108,5,102998,3,,Jan Michael Gambill,R,190,USA,23.6,103454,,,Nicolas Massu,R,183,CHI,21.2,7-6(4) 6-4,3,R32,103,15,5,67,33,27,14,11,1,4,8,6,81,40,27,15,11,5,9,33,1030,67,601
2001-301,Auckland,Hard,32,A,20010108,6,103714,,,Andreas Vinciguerra,L,180,SWE,19.8,103248,,,Harel Levy,R,185,ISR,22.4,6-3 6-4,3,R32,68,3,2,57,37,31,12,10,0,0,3,1,66,42,30,9,9,5,7,50,760,59,677
2001-301,Auckland,Hard,32,A,20010108,7,101532,,,Francisco Clavet,L,183,ESP,32.2,103428,,,Juan Ignacio Chela,R,190,ARG,21.3,6-3 4-6 6-3,3,R32,99,1,1,87,53,36,23,14,1,2,2,3,82,41,30,24,14,4,7,47,795,65,632
2001-301,Auckland,Hard,32,A,20010108,8,103188,,Q,Michael Russell,R,173,USA,22.6,102950,8,,Fernando Vicente,R,180,ESP,23.8,6-2 6-2,3,R32,58,5,1,40,34,28,4,8,0,0,3,1,50,28,19,6,8,1,5,154,250,42,860
2001-301,Auckland,Hard,32,A,20010108,9,103324,,,Arnaud Di Pasquale,R,185,FRA,21.9,102701,6,,Marcelo Rios,L,175,CHI,25.0,3-6 6-1 7-6(2),3,R32,108,5,10,87,52,34,12,14,3,10,2,6,90,56,30,12,14,3,11,61,670,23,1160
2001-301,Auckland,Hard,32,A,20010108,10,102785,,Q,Glenn Weiner,R,188,USA,24.7,103694,,,Olivier Rochus,R,168,BEL,19.9,4-6 6-3 6-3,3,R32,95,18,5,82,53,44,13,14,1,2,1,3,83,44,32,23,14,7,10,277,118,71,582
