1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,001,106539,,Q,101844,1,,6-2 6-1,3,R32,Andrew Mclean,R,,AUS,,Heath Denman,R,183,AUS,20.0684462697,846,4,437,32,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,002,102209,,WC,101817,,,6-4 6-2,3,R32,Jamie Holmes,R,,AUS,17.7741273101,Andrew Florent,R,188,AUS,20.3011635866,934,3,659,11,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,003,102215,,WC,101885,,,7-6 6-0,3,R32,Joshua Eagle,R,183,AUS,17.7577002053,Wayne Arthurs,L,190,AUS,19.9041752225,740,7,602,13,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,004,102198,,Q,107221,8,,6-2 6-2,3,R32,Paul Kilderry,R,175,AUS,17.8370978782,Ian Peter Budge,R,,AUS,,,,539,18,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,005,101895,4,,107741,,LL,3-6 6-4 6-0,3,R32,Michael Brown B395,R,175,AUS,19.8412046543,Matthew Macmahon,R,,AUS,,457,29,934,3,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,006,101638,,Q,106761,,LL,6-3 7-5,3,R32,Sean Karam,R,,AUS,21.4674880219,Christopher Gillis,R,,USA,,,,1014,1,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,007,122721,,Q,122722,,LL,6-7 7-6 7-6,3,R32,William Oneil,U,,AUS,19.1348391513,Grant Spierings,U,,AUS,19.9014373717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,008,101787,5,,100982,,,6-3 6-0,3,R32,Darren Patten,R,188,AUS,20.5065023956,Charlton Eagle,R,180,AUS,27.2005475702,507,22,590,14,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,009,102304,,WC,101682,6,,6-3 6-2,3,R32,Grant Doyle,R,180,AUS,17.0896646133,David Adams,R,188,RSA,21.1006160164,818,4,508,22,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,010,101509,,Q,101821,,Q,4-6 6-1 6-0,3,R32,Patrick Flynn,R,183,AUS,22.4887063655,Peter Tramacchi,R,185,AUS,20.2600958248,,,934,3,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,011,102229,,,101518,,,6-4 6-1,3,R32,Stephen Gleeson,R,,AUS,17.6810403833,Sandro Della Piana,R,,SUI,22.3956194387,720,8,591,14,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,012,101857,3,,107106,,Q,6-3 6-2,3,R32,Jason Cask,R,178,AUS,20.0109514031,Glen Eaton,R,,AUS,,456,29,987,2,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,013,107067,7,,107375,,,6-4 7-5,3,R32,Gavin Pfitzner,R,,AUS,,John Arbanas,R,,AUS,,538,18,649,11,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,014,101512,,Q,101953,,,6-1 5-7 6-2,3,R32,Trevor Kronemann,R,193,USA,22.4394250513,Kentaro Masuda,R,,JPN,19.4633812457,736,7,555,17,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,015,102131,,LL,102158,,WC,6-4 6-7 6-3,3,R32,Alistair Hunt,R,190,NZL,18.250513347,Patrick Rafter,R,185,AUS,18.12183436,1014,1,758,6,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,016,101983,2,,109414,,LL,6-1 0-6 6-2,3,R32,Andrew Kratzmann,R,193,AUS,19.2744695414,Jing Li,R,,CHN,,449,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,017,106539,,Q,102209,,WC,6-2 6-4,3,R16,Andrew Mclean,R,,AUS,,Jamie Holmes,R,,AUS,17.7741273101,846,4,934,3,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,018,102198,,Q,102215,,WC,6-2 6-4,3,R16,Paul Kilderry,R,175,AUS,17.8370978782,Joshua Eagle,R,183,AUS,17.7577002053,,,740,7,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,019,101638,,Q,101895,4,,2-6 6-1 6-4,3,R16,Sean Karam,R,,AUS,21.4674880219,Michael Brown B395,R,175,AUS,19.8412046543,,,457,29,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,020,101787,5,,122721,,Q,6-3 6-3,3,R16,Darren Patten,R,188,AUS,20.5065023956,William Oneil,U,,AUS,19.1348391513,507,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-M-SA-AUS-01A-1991a,Australia 1 Masters 1,Carpet,32,S,19910210,021,102304,,WC,101509,,Q,6-3 7-6,3,R16,Grant Doyle,R,180,AUS,17.0896646133,Patrick Flynn,R,183,AUS,22.4887063655,818,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
