tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2013-1536,Madrid Masters,Clay,56,M,20130505,300,103184,103185,1,,103580,103946,7,,6-2 6-3,3,F,Bob Bryan,L,193,USA,35.0198494182,Mike Bryan,R,190,USA,35.0198494182,Alexander Peya,R,183,AUT,32.8569472964,Bruno Soares,R,180,BRA,31.1868583162,1,10560,1,10560,18,3590,14,4210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,299,103184,103185,1,,104871,103997,,,6-3 6-7 10-4,3,SF,Bob Bryan,L,193,USA,35.0198494182,Mike Bryan,R,190,USA,35.0198494182,Jeremy Chardy,R,188,FRA,26.2286105407,Lukasz Kubot,R,190,POL,30.9733059548,1,10560,1,10560,89,880,25,2655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,298,103580,103946,7,,103543,104269,,,7-5 7-5,3,SF,Alexander Peya,R,183,AUT,32.8569472964,Bruno Soares,R,180,BRA,31.1868583162,David Marrero,R,185,ESP,33.0759753593,Fernando Verdasco,L,188,ESP,29.4729637235,18,3590,14,4210,23,3080,31,2265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,297,103184,103185,1,,103163,103285,,,7-6 6-3,3,QF,Bob Bryan,L,193,USA,35.0198494182,Mike Bryan,R,190,USA,35.0198494182,Tommy Haas,R,188,GER,35.0910335387,Radek Stepanek,R,185,CZE,34.4394250513,1,10560,1,10560,218,315,16,3895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,296,103580,103946,7,,102963,102110,3,,6-4 6-2,3,QF,Alexander Peya,R,183,AUT,32.8569472964,Bruno Soares,R,180,BRA,31.1868583162,Robert Lindstedt,R,190,SWE,36.1314168378,Daniel Nestor,L,190,CAN,40.6680355921,18,3590,14,4210,5,5860,8,5050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,295,103543,104269,,,103018,104486,5,,6-2 7-6,3,QF,David Marrero,R,185,ESP,33.0759753593,Fernando Verdasco,L,188,ESP,29.4729637235,Max Mirnyi,R,196,BLR,35.832991102,Horia Tecau,R,193,ROU,28.2929500342,23,3080,31,2265,12,4530,6,5310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,294,104871,103997,,,102405,103523,6,,6-2 6-4,3,QF,Jeremy Chardy,R,188,FRA,26.2286105407,Lukasz Kubot,R,190,POL,30.9733059548,Mahesh Bhupathi,R,185,IND,38.9130732375,Rohan Bopanna,R,190,IND,33.1718001369,89,880,25,2655,10,4850,11,4645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,293,103184,103185,1,,104545,105023,,,7-6 7-5,3,R16,Bob Bryan,L,193,USA,35.0198494182,Mike Bryan,R,190,USA,35.0198494182,John Isner,R,206,USA,28.0273785079,Sam Querrey,R,198,USA,25.5797399042,1,10560,1,10560,437,135,109,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,292,103543,104269,,,104719,104043,2,,7-6 6-3,3,R16,David Marrero,R,185,ESP,33.0759753593,Fernando Verdasco,L,188,ESP,29.4729637235,Marcel Granollers,R,190,ESP,27.0663928816,Marc Lopez,R,175,ESP,30.765229295,23,3080,31,2265,4,6180,3,6230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,291,102963,102110,3,,105227,104160,,,7-6 7-6,3,R16,Robert Lindstedt,R,190,SWE,36.1314168378,Daniel Nestor,L,190,CAN,40.6680355921,Marin Cilic,R,198,CRO,24.6023271732,Lukas Dlouhy,R,185,CZE,30.0752908966,5,5860,8,5050,52,1360,42,1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,290,104871,103997,,,103529,103828,4,,6-2 7-6,3,R16,Jeremy Chardy,R,188,FRA,26.2286105407,Lukasz Kubot,R,190,POL,30.9733059548,Aisam Ul Haq Qureshi,R,183,PAK,33.1362080767,Jean Julien Rojer,R,183,AHO,31.6960985626,89,880,25,2655,9,5030,7,5120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,289,103018,104486,5,,102382,104583,,,3-6 6-4 11-9,3,R16,Max Mirnyi,R,196,BLR,35.832991102,Horia Tecau,R,193,ROU,28.2929500342,Julian Knowle,L,188,AUT,39.0198494182,Filip Polasek,R,196,SVK,27.7919233402,12,4530,6,5310,28,2400,34,2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,288,102405,103523,6,,104338,104547,,AL,6-3 3-6 10-5,3,R16,Mahesh Bhupathi,R,185,IND,38.9130732375,Rohan Bopanna,R,190,IND,33.1718001369,Juan Monaco,R,185,ARG,29.1033538672,Horacio Zeballos,L,188,ARG,28.0246406571,10,4850,11,4645,172,420,65,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,287,103580,103946,7,,103586,103690,,,6-4 6-0,3,R16,Alexander Peya,R,183,AUT,32.8569472964,Bruno Soares,R,180,BRA,31.1868583162,Mariusz Fyrstenberg,L,193,POL,32.8268309377,Marcin Matkowski,R,188,POL,32.3039014374,18,3590,14,4210,21,3175,22,3130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,286,103163,103285,,,103781,102233,8,,7-5 6-1,3,R16,Tommy Haas,R,188,GER,35.0910335387,Radek Stepanek,R,185,CZE,34.4394250513,Jurgen Melzer,L,183,AUT,31.9561943874,Leander Paes,R,178,IND,39.8850102669,218,315,16,3895,30,2285,13,4360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,285,104871,103997,,,104249,104022,,,7-6 6-4,3,R32,Jeremy Chardy,R,188,FRA,26.2286105407,Lukasz Kubot,R,190,POL,30.9733059548,Marcelo Melo,R,203,BRA,29.6180698152,Mikhail Youzhny,R,183,RUS,30.8637919233,89,880,25,2655,20,3470,92,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,284,105227,104160,,,104593,103926,,WC,6-1 4-6 10-4,3,R32,Marin Cilic,R,198,CRO,24.6023271732,Lukas Dlouhy,R,185,CZE,30.0752908966,Daniel Gimeno Traver,R,185,ESP,27.7453798768,Daniel Munoz De La Nava,L,,ESP,31.266255989,52,1360,42,1675,260,245,142,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,283,103586,103690,,,104597,103594,,WC,4-1 RET,3,R32,Mariusz Fyrstenberg,L,193,POL,32.8268309377,Marcin Matkowski,R,188,POL,32.3039014374,Nicolas Almagro,R,183,ESP,27.7070499658,Oliver Marach,R,185,AUT,32.8049281314,21,3175,22,3130,201,360,59,1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,282,103163,103285,,,105777,105683,,,6-4 6-4,3,R32,Tommy Haas,R,188,GER,35.0910335387,Radek Stepanek,R,185,CZE,34.4394250513,Grigor Dimitrov,R,188,BUL,21.9739904175,Milos Raonic,R,196,CAN,22.3572895277,218,315,16,3895,107,720,106,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,281,104545,105023,,,103898,102800,,,6-2 6-4,3,R32,John Isner,R,206,USA,28.0273785079,Sam Querrey,R,198,USA,25.5797399042,Julien Benneteau,R,185,FRA,31.3757700205,Nenad Zimonjic,R,190,SRB,36.9199178645,437,135,109,705,36,1905,15,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,280,102382,104583,,,103110,104926,,,6-3 7-6,3,R32,Julian Knowle,L,188,AUT,39.0198494182,Filip Polasek,R,196,SVK,27.7919233402,Daniele Bracciali,R,180,ITA,35.318275154,Fabio Fognini,R,178,ITA,25.9520876112,28,2400,34,2030,24,2670,38,1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,279,103543,104269,,,104252,104312,,,6-1 6-4,3,R32,David Marrero,R,185,ESP,33.0759753593,Fernando Verdasco,L,188,ESP,29.4729637235,Florian Mayer,R,190,GER,29.5852156057,Andreas Seppi,R,190,ITA,29.2046543463,23,3080,31,2265,198,370,79,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1536,Madrid Masters,Clay,56,M,20130505,278,104338,104547,,AL,103566,104468,,,6-2 2-6 11-9,3,R32,Juan Monaco,R,185,ARG,29.1033538672,Horacio Zeballos,L,188,ARG,28.0246406571,Michael Llodra,L,190,FRA,32.9664613279,Gilles Simon,R,183,FRA,28.3559206023,172,420,65,1132,40,1730,179,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1720,Bangkok,Hard,28,A,20130923,300,104679,105188,3,,103876,103540,4,,6-3 3-6 10-6,3,F,Jamie Murray,L,190,GBR,27.6084873374,John Peers,R,,AUS,25.1635865845,Tomasz Bednarek,R,,POL,31.8631074606,Johan Brunstrom,L,193,SWE,33.4729637235,37,1805,36,1830,57,1409,51,1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1720,Bangkok,Hard,28,A,20130923,299,104679,105188,3,,103110,102233,2,,6-3 6-4,3,SF,Jamie Murray,L,190,GBR,27.6084873374,John Peers,R,,AUS,25.1635865845,Daniele Bracciali,R,180,ITA,35.7015742642,Leander Paes,R,178,IND,40.2683093771,37,1805,36,1830,45,1640,6,5545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1720,Bangkok,Hard,28,A,20130923,298,103876,103540,4,,103577,103594,,,6-3 6-3,3,SF,Tomasz Bednarek,R,,POL,31.8631074606,Johan Brunstrom,L,193,SWE,33.4729637235,Christopher Kas,R,188,GER,33.2785763176,Oliver Marach,R,185,AUT,33.1882272416,57,1409,51,1509,60,1360,64,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1720,Bangkok,Hard,28,A,20130923,297,103110,102233,2,,108701,104857,,,6-7 7-6 10-8,3,QF,Daniele Bracciali,R,180,ITA,35.7015742642,Leander Paes,R,178,IND,40.2683093771,Juan Sebastian Cabal,R,,COL,27.4140999316,Robert Farah,R,193,COL,26.674880219,45,1640,6,5545,46,1596,55,1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1720,Bangkok,Hard,28,A,20130923,296,104679,105188,3,,104229,103821,,WC,7-6 7-5,3,QF,Jamie Murray,L,190,GBR,27.6084873374,John Peers,R,,AUS,25.1635865845,Yen Hsun Lu,R,180,TPE,30.1108829569,Danai Udomchoke,R,173,THA,32.1177275838,37,1805,36,1830,129,565,147,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1720,Bangkok,Hard,28,A,20130923,295,103876,103540,4,,103920,103921,,,7-5 6-3,3,QF,Tomasz Bednarek,R,,POL,31.8631074606,Johan Brunstrom,L,193,SWE,33.4729637235,Sanchai Ratiwatana,R,175,THA,31.665982204,Sonchat Ratiwatana,R,175,THA,31.665982204,57,1409,51,1509,94,815,94,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1720,Bangkok,Hard,28,A,20130923,294,103577,103594,,,104593,103893,,,6-4 6-4,3,QF,Christopher Kas,R,188,GER,33.2785763176,Oliver Marach,R,185,AUT,33.1882272416,Daniel Gimeno Traver,R,185,ESP,28.128678987,Paolo Lorenzi,R,183,ITA,31.7727583847,60,1360,64,1305,143,485,106,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1720,Bangkok,Hard,28,A,20130923,293,104593,103893,,,102405,102963,1,,2-6 6-3 10-8,3,R16,Daniel Gimeno Traver,R,185,ESP,28.128678987,Paolo Lorenzi,R,183,ITA,31.7727583847,Mahesh Bhupathi,R,185,IND,39.2963723477,Robert Lindstedt,R,190,SWE,36.514715948,143,485,106,745,10,4580,18,3160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1720,Bangkok,Hard,28,A,20130923,292,103110,102233,2,,103859,108990,,,7-5 7-6,3,R16,Daniele Bracciali,R,180,ITA,35.7015742642,Leander Paes,R,178,IND,40.2683093771,James Cerretani,L,185,USA,31.9753593429,Adil Shamasdin,R,,CAN,31.3374401095,45,1640,6,5545,109,739,110,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1720,Bangkok,Hard,28,A,20130923,291,104679,105188,3,,103977,104217,,,7-6 6-4,3,R16,Jamie Murray,L,190,GBR,27.6084873374,John Peers,R,,AUS,25.1635865845,Nicholas Monroe,R,178,USA,31.4496919918,Simon Stadler,L,183,GER,30.1793292266,37,1805,36,1830,59,1397,61,1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1720,Bangkok,Hard,28,A,20130923,290,103876,103540,4,,103863,104797,,,6-4 7-6,3,R16,Tomasz Bednarek,R,,POL,31.8631074606,Johan Brunstrom,L,193,SWE,33.4729637235,Mikhail Elgin,R,183,RUS,31.9425051335,Denis Istomin,R,188,UZB,27.0444900753,57,1409,51,1509,86,866,101,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1720,Bangkok,Hard,28,A,20130923,289,108701,104857,,,104646,104690,,,7-5 7-5,3,R16,Juan Sebastian Cabal,R,,COL,27.4140999316,Robert Farah,R,193,COL,26.674880219,Purav Raja,R,,IND,27.794661191,Divij Sharan,L,,IND,27.5619438741,46,1596,55,1465,89,849,69,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1720,Bangkok,Hard,28,A,20130923,288,103577,103594,,,111513,106397,,WC,6-4 6-3,3,R16,Christopher Kas,R,188,GER,33.2785763176,Oliver Marach,R,185,AUT,33.1882272416,Laslo Djere,R,,SRB,18.3107460643,Wishaya Trongcharoenchaikul,R,,THA,18.4613278576,60,1360,64,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1720,Bangkok,Hard,28,A,20130923,287,104229,103821,,WC,104586,104997,,,7-6 5-7 10-1,3,R16,Yen Hsun Lu,R,180,TPE,30.1108829569,Danai Udomchoke,R,173,THA,32.1177275838,Lukas Rosol,R,196,CZE,28.167008898,Igor Sijsling,R,190,NED,26.0999315537,129,565,147,469,92,820,41,1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-1720,Bangkok,Hard,28,A,20130923,286,103920,103921,,,104911,103938,,,6-2 4-6 10-8,3,R16,Sanchai Ratiwatana,R,175,THA,31.665982204,Sonchat Ratiwatana,R,175,THA,31.665982204,Mateusz Kowalczyk,R,193,POL,26.392881588,Igor Zelenay,R,198,SVK,31.6167008898,94,815,94,815,85,875,103,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2276,Zagreb,Hard,28,A,20130204,300,102382,104583,2,,104471,106207,,,6-3 6-3,3,F,Julian Knowle,L,188,AUT,38.7707049966,Filip Polasek,R,196,SVK,27.5427789185,Ivan Dodig,R,183,CRO,28.090349076,Mate Pavic,L,,CRO,19.5893223819,29,2145,37,1825,34,1980,166,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2276,Zagreb,Hard,28,A,20130204,299,102382,104583,2,,104262,104500,,AL,6-2 6-2,3,SF,Julian Knowle,L,188,AUT,38.7707049966,Filip Polasek,R,196,SVK,27.5427789185,Flavio Cipolla,R,173,ITA,29.2950034223,Somdev Devvarman,R,180,IND,27.9753593429,29,2145,37,1825,310,205,762,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-2276,Zagreb,Hard,28,A,20130204,298,104471,106207,,,103929,104495,,,7-6 6-7 10-3,3,SF,Ivan Dodig,R,183,CRO,28.090349076,Mate Pavic,L,,CRO,19.5893223819,Philipp Marx,R,188,GER,31.0034223135,Florin Mergea,R,180,ROU,28.0246406571,34,1980,166,420,87,933,85,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
