tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1997-740,Singapore CH,Hard,32,C,19970106,1,102466,,,Jan Kroslak,R,188,SVK,22.2,103103,1,,Dominik Hrbaty,R,183,SVK,19.0,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,113,426,76,622
1997-740,Singapore CH,Hard,32,C,19970106,2,101730,,,Piet Norval,R,185,RSA,26.7,102511,,WC,Sven Koehler,R,,HKG,21.9,6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,,598,27,,
1997-740,Singapore CH,Hard,32,C,19970106,3,101768,,Q,Mark Quinney,R,,USA,26.5,102233,,WC,Leander Paes,R,178,IND,23.5,2-6 6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,930,8,127,353
1997-740,Singapore CH,Hard,32,C,19970106,4,102029,8,,Filip Dewulf,R,190,BEL,24.8,102529,,Q,Thomas Shimada,R,178,JPN,21.9,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,95,513,843,11
1997-740,Singapore CH,Hard,32,C,19970106,5,102169,4,,Michael Joyce,R,180,USA,23.9,101387,,Q,Claudio Pistolesi,R,180,ITA,29.3,7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,,88,554,506,41
1997-740,Singapore CH,Hard,32,C,19970106,6,102863,,,Takao Suzuki,R,175,JPN,20.2,108870,,WC,Chee Yen Chen,U,,SGP,23.3,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,516,40,,
1997-740,Singapore CH,Hard,32,C,19970106,7,102148,,,Fabrice Santoro,R,178,FRA,24.0,101745,,,Roberto Jabali,R,190,BRA,26.6,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,117,407,166,262
1997-740,Singapore CH,Hard,32,C,19970106,8,102394,6,,Johan Van Herck,R,185,BEL,22.6,102277,,,Bing Chao Lin,R,180,TPE,23.1,7-5 6-1,3,R32,,,,,,,,,,,,,,,,,,,,90,544,318,108
1997-740,Singapore CH,Hard,32,C,19970106,9,101249,5,,Andrei Olhovskiy,R,185,RUS,30.7,101719,,,Frederic Fontang,R,183,FRA,26.8,6-1 7-6,3,R32,,,,,,,,,,,,,,,,,,,,89,545,193,214
1997-740,Singapore CH,Hard,32,C,19970106,10,101492,,,Sander Groen,L,190,NED,28.5,102405,,,Mahesh Bhupathi,R,185,IND,22.5,6-4 7-6,3,R32,,,,,,,,,,,,,,,,,,,,258,147,426,63
1997-740,Singapore CH,Hard,32,C,19970106,11,101515,,,Donald Johnson,L,190,USA,28.3,102770,,,John Van Lottum,R,185,NED,20.7,4-0 RET,3,R32,,,,,,,,,,,,,,,,,,,,467,52,222,175
1997-740,Singapore CH,Hard,32,C,19970106,12,101230,3,,Andrei Chesnokov,R,188,RUS,30.9,102588,,,Lars Rehmann,R,196,GER,21.6,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,84,575,207,193
1997-740,Singapore CH,Hard,32,C,19970106,13,101582,7,,Gilbert Schaller,R,180,AUT,27.8,101901,,,Chuck Adams,R,185,USA,25.7,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,93,519,278,130
1997-740,Singapore CH,Hard,32,C,19970106,14,101374,,,Leonardo Lavalle,L,188,MEX,29.4,102809,,,Axel Pretzsch,R,185,GER,20.5,3-6 6-3 6-0,3,R32,,,,,,,,,,,,,,,,,,,,312,112,329,103
1997-740,Singapore CH,Hard,32,C,19970106,15,102836,,,Rogier Wassen,R,190,NED,20.4,102490,,,Pantelis Moschoutis,R,,GRE,22.0,4-6 6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,296,117,526,37
1997-740,Singapore CH,Hard,32,C,19970106,16,102167,2,,Juan Albert Viloca Puig,R,185,ESP,23.9,102278,,Q,Chad Clark,R,,USA,23.1,2-6 6-1 6-0,3,R32,,,,,,,,,,,,,,,,,,,,83,583,747,15
1997-740,Singapore CH,Hard,32,C,19970106,17,102466,,,Jan Kroslak,R,188,SVK,22.2,101730,,,Piet Norval,R,185,RSA,26.7,6-1 6-3,3,R16,,,,,,,,,,,,,,,,,,,,113,426,598,27
1997-740,Singapore CH,Hard,32,C,19970106,18,102029,8,,Filip Dewulf,R,190,BEL,24.8,101768,,Q,Mark Quinney,R,,USA,26.5,6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,95,513,930,8
1997-740,Singapore CH,Hard,32,C,19970106,19,102169,4,,Michael Joyce,R,180,USA,23.9,102863,,,Takao Suzuki,R,175,JPN,20.2,6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,88,554,516,40
1997-740,Singapore CH,Hard,32,C,19970106,20,102394,6,,Johan Van Herck,R,185,BEL,22.6,102148,,,Fabrice Santoro,R,178,FRA,24.0,6-2 7-6,3,R16,,,,,,,,,,,,,,,,,,,,90,544,117,407
1997-740,Singapore CH,Hard,32,C,19970106,21,101249,5,,Andrei Olhovskiy,R,185,RUS,30.7,101492,,,Sander Groen,L,190,NED,28.5,6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,,89,545,258,147
1997-740,Singapore CH,Hard,32,C,19970106,22,101230,3,,Andrei Chesnokov,R,188,RUS,30.9,101515,,,Donald Johnson,L,190,USA,28.3,6-2 7-6,3,R16,,,,,,,,,,,,,,,,,,,,84,575,467,52
1997-740,Singapore CH,Hard,32,C,19970106,23,101582,7,,Gilbert Schaller,R,180,AUT,27.8,101374,,,Leonardo Lavalle,L,188,MEX,29.4,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,,93,519,312,112
1997-740,Singapore CH,Hard,32,C,19970106,24,102167,2,,Juan Albert Viloca Puig,R,185,ESP,23.9,102836,,,Rogier Wassen,R,190,NED,20.4,6-3 7-6,3,R16,,,,,,,,,,,,,,,,,,,,83,583,296,117
1997-740,Singapore CH,Hard,32,C,19970106,25,102466,,,Jan Kroslak,R,188,SVK,22.2,102029,8,,Filip Dewulf,R,190,BEL,24.8,6-2 5-7 6-4,3,QF,,,,,,,,,,,,,,,,,,,,113,426,95,513
1997-740,Singapore CH,Hard,32,C,19970106,26,102394,6,,Johan Van Herck,R,185,BEL,22.6,102169,4,,Michael Joyce,R,180,USA,23.9,6-3 6-1,3,QF,,,,,,,,,,,,,,,,,,,,90,544,88,554
