tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2000-301,Auckland,Hard,32,A,20000110,1,103163,1,,Tommy Haas,R,188,GER,21.7713894593,101543,,,Jeff Tarango,L,180,USA,31.1375770021,7-5 4-6 7-5,3,R32,108,18,4,96,49,39,28,17,3,5,7,8,106,55,39,29,17,4,7,11,1612,63,595
2000-301,Auckland,Hard,32,A,20000110,2,102607,,Q,Juan Balcells,R,190,ESP,24.5585215606,102644,,,Franco Squillari,L,183,ARG,24.386036961,7-5 7-5,3,R32,85,5,3,76,52,39,13,12,5,6,5,10,74,32,25,18,12,3,6,211,157,49,723
2000-301,Auckland,Hard,32,A,20000110,3,103252,,,Alberto Martin,R,175,ESP,21.3908281999,102238,,,Alberto Berasategui,R,173,ESP,26.5352498289,6-3 6-1,3,R32,56,0,0,55,35,25,12,8,1,1,0,6,56,33,20,7,8,7,11,48,726,59,649
2000-301,Auckland,Hard,32,A,20000110,4,103507,7,,Juan Carlos Ferrero,R,183,ESP,19.909650924,103819,,,Roger Federer,R,185,SUI,18.4229979466,6-4 6-4,3,R32,68,5,1,53,28,26,15,10,0,0,11,2,70,43,29,14,10,6,8,45,768,61,616
2000-301,Auckland,Hard,32,A,20000110,5,102103,,Q,Michael Sell,R,180,USA,27.3812457221,102765,4,,Nicolas Escude,R,185,FRA,23.7700205339,0-6 7-6(7) 6-1,3,R32,115,1,2,98,66,39,14,13,6,11,8,8,92,46,34,18,12,5,9,167,219,34,873
2000-301,Auckland,Hard,32,A,20000110,6,102021,,,Michael Chang,R,175,USA,27.8822724162,101647,,,Byron Black,R,175,ZIM,30.2614647502,7-5 4-6 7-6(1),3,R32,140,5,3,101,59,45,19,17,1,4,3,3,105,65,41,21,17,2,5,50,722,70,563
2000-301,Auckland,Hard,32,A,20000110,7,101320,,,Magnus Gustafsson,R,185,SWE,33.0184804928,103066,,WC,Mark Nielsen,R,185,NZL,22.2559890486,6-4 6-4,3,R32,84,4,8,60,31,28,14,10,2,3,1,5,69,45,28,12,10,9,12,60,626,246,135
2000-301,Auckland,Hard,32,A,20000110,8,102563,5,,Thomas Johansson,R,180,SWE,24.7994524298,102785,,Q,Glenn Weiner,R,188,USA,23.704312115,7-6(5) 6-1,3,R32,77,8,2,69,29,26,20,10,1,2,7,3,64,41,24,13,9,3,6,43,785,334,88
2000-301,Auckland,Hard,32,A,20000110,9,102854,6,,Sjeng Schalken,R,193,NED,23.3374401095,101964,,,Goran Ivanisevic,L,193,CRO,28.3258042437,6-1 4-6 6-4,3,R32,90,5,3,68,43,30,17,13,4,7,11,10,87,43,33,14,14,5,11,37,843,68,571
2000-301,Auckland,Hard,32,A,20000110,10,102494,,Q,Tomas Behrend,R,193,GER,25.0787132101,103082,,,Markus Hantschk,R,188,GER,22.1409993155,6-2 6-2,3,R32,57,3,1,41,28,23,10,8,2,2,0,3,63,29,21,11,8,5,9,115,344,95,416
