tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,1,103393,1,,Yuri Schukin,R,188,KAZ,24.5,103425,,LL,Nicolas Tourte,L,,FRA,24.3,6-4 7-6(1),3,R32,,,,,,,,,,,,,,,,,,,,223,160,585,30
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,2,104371,,,Ivo Minar,R,183,CZE,19.6,104792,,Q,Gael Monfils,R,193,FRA,17.3,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,423,63,925,8
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,3,102967,,,Marc Gicquel,R,188,FRA,26.7,109140,,WC,Aleksey Malajko,R,,GER,18.9,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,418,65,1344,2
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,4,103991,,Q,Boy Wijnmalen,U,,NED,21.6,103938,8,,Igor Zelenay,R,198,SVK,21.9,7-6(4) 6-0,3,R32,,,,,,,,,,,,,,,,,,,,669,22,414,67
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,5,104495,,,Florin Mergea,R,180,ROU,18.9,103592,4,,Jerome Haehnel,R,185,FRA,23.4,6-4 4-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,,480,48,332,94
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,6,104460,,Q,Dustin Brown,R,196,GER,19.0,104721,,Q,Josselin Ouanna,R,193,FRA,17.7,7-6(2) 6-4,3,R32,,,,,,,,,,,,,,,,,,,,527,39,521,39
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,7,104272,,LL,Torsten Popp,R,,GER,20.1,104235,,Q,Matwe Middelkoop,R,191,NED,20.3,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,668,22,576,31
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,8,103646,,,Lars Uebel,R,180,GER,23.2,103997,7,,Lukasz Kubot,R,190,POL,21.6,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,,459,55,371,81
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,9,104034,5,,Dmitry Vlasov,R,188,RUS,21.4,103730,,Q,Jonathan Marray,R,183,GBR,22.8,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,346,90,525,39
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,10,103422,,Q,Sebastian Fitz,R,,GER,24.3,104100,,LL,Evgueni Smirnov,U,,RUS,21.0,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,522,39,705,18
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,11,102207,,,Jan Weinzierl,R,,GER,30.6,104573,,WC,Jerome Becker,R,,GER,18.5,6-2 1-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,505,43,,
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,12,102406,,,Thomas Dupre,R,,FRA,29.5,103582,3,,Michael Berrer,L,193,GER,23.5,6-4 3-0 RET,3,R32,,,,,,,,,,,,,,,,,,,,508,42,326,97
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,13,104332,6,,Philipp Petzschner,R,185,GER,19.7,103961,,,Bertrand Contzler,U,,FRA,21.7,6-4 7-6(3),3,R32,,,,,,,,,,,,,,,,,,,,367,82,476,49
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,14,103929,,Q,Philipp Marx,R,188,GER,21.9,103564,,,Jakub Herm Zahlava,R,,GER,23.6,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,755,16,506,43
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,15,103290,,,Radim Zitko,R,,CZE,25.0,104217,,WC,Simon Stadler,L,183,GER,20.4,6-4 7-5,3,R32,,,,,,,,,,,,,,,,,,,,467,52,844,11
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,16,103967,2,,Michael Lammer,R,185,SUI,21.7,104676,,WC,Andreas Beck,L,190,GER,17.9,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,295,112,719,18
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,17,103393,1,,Yuri Schukin,R,188,KAZ,24.5,104371,,,Ivo Minar,R,183,CZE,19.6,7-5 6-3,3,R16,,,,,,,,,,,,,,,,,,,,223,160,423,63
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,18,102967,,,Marc Gicquel,R,188,FRA,26.7,103991,,Q,Boy Wijnmalen,U,,NED,21.6,2-6 6-2 2-0 RET,3,R16,,,,,,,,,,,,,,,,,,,,418,65,669,22
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,19,104495,,,Florin Mergea,R,180,ROU,18.9,104460,,Q,Dustin Brown,R,196,GER,19.0,6-4 7-5,3,R16,,,,,,,,,,,,,,,,,,,,480,48,527,39
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,20,104272,,LL,Torsten Popp,R,,GER,20.1,103646,,,Lars Uebel,R,180,GER,23.2,6-2 6-4,3,R16,,,,,,,,,,,,,,,,,,,,668,22,459,55
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,21,103422,,Q,Sebastian Fitz,R,,GER,24.3,104034,5,,Dmitry Vlasov,R,188,RUS,21.4,7-5 7-6(6),3,R16,,,,,,,,,,,,,,,,,,,,522,39,346,90
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,22,102406,,,Thomas Dupre,R,,FRA,29.5,102207,,,Jan Weinzierl,R,,GER,30.6,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,508,42,505,43
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,23,103929,,Q,Philipp Marx,R,188,GER,21.9,104332,6,,Philipp Petzschner,R,185,GER,19.7,6-4 7-6(5),3,R16,,,,,,,,,,,,,,,,,,,,755,16,367,82
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,24,103967,2,,Michael Lammer,R,185,SUI,21.7,103290,,,Radim Zitko,R,,CZE,25.0,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,295,112,467,52
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,25,103393,1,,Yuri Schukin,R,188,KAZ,24.5,102967,,,Marc Gicquel,R,188,FRA,26.7,6-3 7-6(4),3,QF,,,,,,,,,,,,,,,,,,,,223,160,418,65
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,26,104495,,,Florin Mergea,R,180,ROU,18.9,104272,,LL,Torsten Popp,R,,GER,20.1,6-3 7-6(5),3,QF,,,,,,,,,,,,,,,,,,,,480,48,668,22
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,27,103422,,Q,Sebastian Fitz,R,,GER,24.3,102406,,,Thomas Dupre,R,,FRA,29.5,4-6 5-4 RET,3,QF,,,,,,,,,,,,,,,,,,,,522,39,508,42
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,28,103929,,Q,Philipp Marx,R,188,GER,21.9,103967,2,,Michael Lammer,R,185,SUI,21.7,7-6(5) 6-3,3,QF,,,,,,,,,,,,,,,,,,,,755,16,295,112
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,29,103393,1,,Yuri Schukin,R,188,KAZ,24.5,104495,,,Florin Mergea,R,180,ROU,18.9,6-4 6-3,3,SF,,,,,,,,,,,,,,,,,,,,223,160,480,48
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,30,103929,,Q,Philipp Marx,R,188,GER,21.9,103422,,Q,Sebastian Fitz,R,,GER,24.3,6-4 7-6(10),3,SF,,,,,,,,,,,,,,,,,,,,755,16,522,39
2004-M-FU-GER-01A-2004,Germany F1,Carpet,32,S,20040105,31,103393,1,,Yuri Schukin,R,188,KAZ,24.5,103929,,Q,Philipp Marx,R,188,GER,21.9,6-7(3) 6-4 6-4,3,F,,,,,,,,,,,,,,,,,,,,223,160,755,16
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,1,104593,1,,Daniel Gimeno Traver,R,185,ESP,18.4,103608,,,Mario Munoz Bejarano,R,,ESP,23.4,6-1 6-3,3,R32,,,,,,,,,,,,,,,,,,,,799,13,483,48
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,2,103365,,,Javier Garcia Sintes,R,,ESP,24.6,104529,,Q,David Villanueva Perez,R,,ESP,18.7,6-4 6-0,3,R32,,,,,,,,,,,,,,,,,,,,400,72,944,7
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,3,103577,,,Christopher Kas,R,188,GER,23.5,103118,,,Ion Moldovan,R,188,ROU,25.9,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,721,18,354,87
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,4,103242,,,Juan Giner,R,178,ESP,25.4,103926,7,,Daniel Munoz de la Nava,L,178,ESP,21.9,7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,,515,41,567,33
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,5,104195,4,,Simone Vagnozzi,R,173,ITA,20.6,103904,,,Alberto Soriano,U,,ESP,21.9,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,656,24,687,20
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,6,103963,,,Filip Urban,R,193,POL,21.7,119154,,Q,Borja Martinez Lejarza,U,,ESP,16.2,6-0 6-1,3,R32,,,,,,,,,,,,,,,,,,,,638,25,,
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,7,104317,,WC,David Luque Velasco,U,,ESP,19.8,119320,,Q,Jaume Barberan Miquel,U,,ESP,24.5,6-1 6-4,3,R32,,,,,,,,,,,,,,,,,,,,954,7,,
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,8,102153,6,,German Puentes,R,173,ESP,31.0,103599,,Q,Jordi Marse Vidri,U,,ESP,23.4,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,406,70,930,8
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,9,104595,,Q,Sascha Kloer,R,,GER,18.3,103925,5,,Gabriel Moraru,R,180,ROU,21.9,0-6 6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,1045,5,385,76
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,10,103515,,Q,Filip Aniola,R,,POL,23.8,103543,,,David Marrero,R,185,ESP,23.7,6-0 6-7(7) 6-4,3,R32,,,,,,,,,,,,,,,,,,,,819,12,593,30
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,11,104194,,,Ruben Merchan,R,,ESP,20.6,104666,,WC,Pedro Clar Rossello,R,,ESP,17.9,6-2 7-5,3,R32,,,,,,,,,,,,,,,,,,,,925,8,,
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,12,103364,3,,Javier Genaro Martinez,R,,ESP,24.6,103165,,Q,Gorka Fraile,R,180,ESP,25.7,6-3 6-3,3,R32,,,,,,,,,,,,,,,,,,,,395,73,267,127
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,13,104376,,WC,David Ollivier Baquero,U,,ESP,19.6,104145,8,,Vjekoslav Skenderovic,U,,CRO,20.7,6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,578,31
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,14,104619,,WC,Jesse Huta Galung,R,188,NED,18.2,104170,,,Hector Ruiz Cadenas,U,,ESP,20.6,6-0 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,1432,1
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,15,102836,,,Rogier Wassen,R,190,NED,27.4,103796,,,Marcos Jimenez Letrado,U,,ESP,22.5,6-2 7-6(8),3,R32,,,,,,,,,,,,,,,,,,,,351,88,543,37
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,16,104831,2,,Bartolome Salva Vidal,L,183,ESP,17.1,104668,,Q,David Diaz Ventura,U,,ESP,17.9,6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,771,15,1432,1
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,17,104593,1,,Daniel Gimeno Traver,R,185,ESP,18.4,103365,,,Javier Garcia Sintes,R,,ESP,24.6,6-2 6-0,3,R16,,,,,,,,,,,,,,,,,,,,799,13,400,72
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,18,103242,,,Juan Giner,R,178,ESP,25.4,103577,,,Christopher Kas,R,188,GER,23.5,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,515,41,721,18
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,19,104195,4,,Simone Vagnozzi,R,173,ITA,20.6,103963,,,Filip Urban,R,193,POL,21.7,5-7 6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,656,24,638,25
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,20,102153,6,,German Puentes,R,173,ESP,31.0,104317,,WC,David Luque Velasco,U,,ESP,19.8,6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,,406,70,954,7
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,21,103515,,Q,Filip Aniola,R,,POL,23.8,104595,,Q,Sascha Kloer,R,,GER,18.3,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,819,12,1045,5
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,22,103364,3,,Javier Genaro Martinez,R,,ESP,24.6,104194,,,Ruben Merchan,R,,ESP,20.6,3-6 6-4 6-2,3,R16,,,,,,,,,,,,,,,,,,,,395,73,925,8
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,23,104619,,WC,Jesse Huta Galung,R,188,NED,18.2,104376,,WC,David Ollivier Baquero,U,,ESP,19.6,6-3 6-1,3,R16,,,,,,,,,,,,,,,,,,,,,,,
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,24,104831,2,,Bartolome Salva Vidal,L,183,ESP,17.1,102836,,,Rogier Wassen,R,190,NED,27.4,7-6(2) 6-4,3,R16,,,,,,,,,,,,,,,,,,,,771,15,351,88
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,25,104593,1,,Daniel Gimeno Traver,R,185,ESP,18.4,103242,,,Juan Giner,R,178,ESP,25.4,5-7 6-3 6-1,3,QF,,,,,,,,,,,,,,,,,,,,799,13,515,41
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,26,104195,4,,Simone Vagnozzi,R,173,ITA,20.6,102153,6,,German Puentes,R,173,ESP,31.0,6-4 6-3,3,QF,,,,,,,,,,,,,,,,,,,,656,24,406,70
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,27,103364,3,,Javier Genaro Martinez,R,,ESP,24.6,103515,,Q,Filip Aniola,R,,POL,23.8,7-5 6-1,3,QF,,,,,,,,,,,,,,,,,,,,395,73,819,12
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,28,104831,2,,Bartolome Salva Vidal,L,183,ESP,17.1,104619,,WC,Jesse Huta Galung,R,188,NED,18.2,6-0 6-2,3,QF,,,,,,,,,,,,,,,,,,,,771,15,,
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,29,104593,1,,Daniel Gimeno Traver,R,185,ESP,18.4,104195,4,,Simone Vagnozzi,R,173,ITA,20.6,7-6(4) 6-4,3,SF,,,,,,,,,,,,,,,,,,,,799,13,656,24
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,30,103364,3,,Javier Genaro Martinez,R,,ESP,24.6,104831,2,,Bartolome Salva Vidal,L,183,ESP,17.1,6-1 6-4,3,SF,,,,,,,,,,,,,,,,,,,,395,73,771,15
2004-M-SA-ESP-01A-2004a,Spain 1 1,Clay,32,S,20040105,31,104593,1,,Daniel Gimeno Traver,R,185,ESP,18.4,103364,3,,Javier Genaro Martinez,R,,ESP,24.6,4-6 7-6(4) 6-4,3,F,,,,,,,,,,,,,,,,,,,,799,13,395,73
2004-M-SA-ESP-01A-2004b,Spain 1 2,Clay,24,S,20040105,1,103543,,,David Marrero,R,185,ESP,23.7,103515,,,Filip Aniola,R,,POL,23.8,7-6(8) 6-2,3,R32,,,,,,,,,,,,,,,,,,,,593,30,819,12
2004-M-SA-ESP-01A-2004b,Spain 1 2,Clay,24,S,20040105,2,103608,,,Mario Munoz Bejarano,R,,ESP,23.4,102836,,,Rogier Wassen,R,190,NED,27.4,1-6 7-6(3) 6-3,3,R32,,,,,,,,,,,,,,,,,,,,483,48,351,88
2004-M-SA-ESP-01A-2004b,Spain 1 2,Clay,24,S,20040105,3,103118,,,Ion Moldovan,R,188,ROU,25.9,104619,,,Jesse Huta Galung,R,188,NED,18.2,3-0 RET,3,R32,,,,,,,,,,,,,,,,,,,,354,87,,
2004-M-SA-ESP-01A-2004b,Spain 1 2,Clay,24,S,20040105,4,104170,,,Hector Ruiz Cadenas,U,,ESP,20.6,103577,,,Christopher Kas,R,188,GER,23.5,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,1432,1,721,18
2004-M-SA-ESP-01A-2004b,Spain 1 2,Clay,24,S,20040105,5,104194,,,Ruben Merchan,R,,ESP,20.6,103963,,,Filip Urban,R,193,POL,21.7,1-6 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,925,8,638,25
2004-M-SA-ESP-01A-2004b,Spain 1 2,Clay,24,S,20040105,6,119325,,,David Serrano Gamez,R,,ESP,17.7,103904,,,Alberto Soriano,U,,ESP,21.9,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,687,20
2004-M-SA-ESP-01A-2004b,Spain 1 2,Clay,24,S,20040105,7,103796,,,Marcos Jimenez Letrado,U,,ESP,22.5,103365,,,Javier Garcia Sintes,R,,ESP,24.6,6-3 1-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,543,37,400,72
2004-M-SA-ESP-01A-2004b,Spain 1 2,Clay,24,S,20040105,8,104145,,,Vjekoslav Skenderovic,U,,CRO,20.7,103165,,,Gorka Fraile,R,180,ESP,25.7,5-7 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,578,31,267,127
2004-M-SA-ESP-01A-2004b,Spain 1 2,Clay,24,S,20040105,9,104593,1,,Daniel Gimeno Traver,R,185,ESP,18.4,103543,,,David Marrero,R,185,ESP,23.7,7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,,799,13,593,30
2004-M-SA-ESP-01A-2004b,Spain 1 2,Clay,24,S,20040105,10,103608,,,Mario Munoz Bejarano,R,,ESP,23.4,103926,8,,Daniel Munoz de la Nava,L,178,ESP,21.9,7-6(2) 6-2,3,R16,,,,,,,,,,,,,,,,,,,,483,48,567,33
2004-M-SA-ESP-01A-2004b,Spain 1 2,Clay,24,S,20040105,11,103364,3,,Javier Genaro Martinez,R,,ESP,24.6,103118,,,Ion Moldovan,R,188,ROU,25.9,4-6 7-5 6-1,3,R16,,,,,,,,,,,,,,,,,,,,395,73,354,87
