tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1991-460,Heilbronn CH,Carpet,32,C,19910121,1,101126,,,Chris Pridham,R,183,CAN,25.7,100990,,,Milan Srejber,R,203,CZE,27.0,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,153,215,85,425
1991-460,Heilbronn CH,Carpet,32,C,19910121,2,101059,,Q,Richard Vogel,R,193,CZE,26.4,101358,,,Olivier Delaitre,R,170,FRA,23.6,6-3 3-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,296,65,159,206
1991-460,Heilbronn CH,Carpet,32,C,19910121,3,101668,,Q,Peter Nyborg,R,190,SWE,21.0,101549,,,Rodolphe Gilbert,L,183,FRA,22.0,4-6 7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,217,114,160,203
1991-460,Heilbronn CH,Carpet,32,C,19910121,4,101249,,,Andrei Olhovskiy,R,185,RUS,24.7,101924,8,,Stefano Pescosolido,R,185,ITA,19.5,7-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,148,231,139,248
1991-460,Heilbronn CH,Carpet,32,C,19910121,5,101731,3,,Nuno Marques,L,190,POR,20.7,101634,,WC,Milan Palme,R,183,GER,21.4,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,104,340,679,9
1991-460,Heilbronn CH,Carpet,32,C,19910121,6,100618,,,Leif Shiras,R,183,USA,31.4,101024,,,Christian Geyer,L,183,GER,26.7,6-2 7-6,3,R32,,,,,,,,,,,,,,,,,,,,182,156,169,183
1991-460,Heilbronn CH,Carpet,32,C,19910121,7,101717,,,Diego Nargiso,L,188,ITA,20.8,100431,,WC,Mansour Bahrami,R,178,IRI,34.7,2-6 6-4 6-3,3,R32,,,,,,,,,,,,,,,,,,,,147,232,404,36
1991-460,Heilbronn CH,Carpet,32,C,19910121,8,101510,6,,Henrik Holm,R,183,SWE,22.3,100930,,,Paul Vojtischek,R,188,GER,27.5,4-6 6-3 6-4,3,R32,,,,,,,,,,,,,,,,,,,,134,257,197,137
1991-460,Heilbronn CH,Carpet,32,C,19910121,9,101143,,,Branislav Stankovic,R,175,SVK,25.6,101133,5,,Patrick Baur,R,188,GER,25.7,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,198,134,133,257
1991-460,Heilbronn CH,Carpet,32,C,19910121,10,101721,,Q,Markus Zillner,L,178,GER,20.8,102184,,WC,David Prinosil,R,185,GER,17.8,6-4 4-6 6-3,3,R32,,,,,,,,,,,,,,,,,,,,379,40,389,38
1991-460,Heilbronn CH,Carpet,32,C,19910121,11,100628,,,Michiel Schapers,R,201,NED,31.2,101432,,,Dimitri Poliakov,R,183,UKR,22.9,6-1 6-1,3,R32,,,,,,,,,,,,,,,,,,,,172,168,162,202
1991-460,Heilbronn CH,Carpet,32,C,19910121,12,101337,4,,Martin Strelba,R,190,CZE,23.8,108383,,Q,Thomas Breuninger,R,,GER,20.6,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,,127,270,1007,1
1991-460,Heilbronn CH,Carpet,32,C,19910121,13,101264,7,,Michael Tauson,R,193,DEN,24.5,101500,,,Christian Saceanu,R,190,GER,22.5,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,137,253,151,218
1991-460,Heilbronn CH,Carpet,32,C,19910121,14,101685,,WC,Markus Naewie,R,190,GER,21.0,101226,,,Johan Carlsson,R,183,SWE,24.9,7-5 6-4,3,R32,,,,,,,,,,,,,,,,,,,,333,51,167,188
1991-460,Heilbronn CH,Carpet,32,C,19910121,15,101482,,,Markus Zoecke,R,196,GER,22.6,101150,,,Gianluca Pozzi,L,180,ITA,25.5,4-6 7-6 6-2,3,R32,,,,,,,,,,,,,,,,,,,,166,194,185,152
1991-460,Heilbronn CH,Carpet,32,C,19910121,16,100942,,,Thierry Tulasne,R,178,FRA,27.5,101441,2,,Martin Sinner,R,180,GER,22.9,7-6 6-7 6-2,3,R32,,,,,,,,,,,,,,,,,,,,156,214,102,345
1991-460,Heilbronn CH,Carpet,32,C,19910121,17,101126,,,Chris Pridham,R,183,CAN,25.7,101059,,Q,Richard Vogel,R,193,CZE,26.4,2-6 7-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,153,215,296,65
1991-460,Heilbronn CH,Carpet,32,C,19910121,18,101668,,Q,Peter Nyborg,R,190,SWE,21.0,101249,,,Andrei Olhovskiy,R,185,RUS,24.7,6-3 7-6,3,R16,,,,,,,,,,,,,,,,,,,,217,114,148,231
1991-460,Heilbronn CH,Carpet,32,C,19910121,19,100618,,,Leif Shiras,R,183,USA,31.4,101731,3,,Nuno Marques,L,190,POR,20.7,7-6 7-6,3,R16,,,,,,,,,,,,,,,,,,,,182,156,104,340
1991-460,Heilbronn CH,Carpet,32,C,19910121,20,101717,,,Diego Nargiso,L,188,ITA,20.8,101510,6,,Henrik Holm,R,183,SWE,22.3,7-6 6-4,3,R16,,,,,,,,,,,,,,,,,,,,147,232,134,257
