2008-M-FU-ESP-01A-2008,Spain F1,Clay,32,S,20080107,001,104170,1,,104668,,WC,6-4 6-1,3,R32,Hector Ruiz Cadenas,U,,ESP,24.6981519507,David Diaz Ventura,U,,ESP,21.9520876112,353,99,1028,8,,,,,,,,,,,,,,,,,,,,,,,,,
2008-M-FU-ESP-01A-2008,Spain F1,Clay,32,S,20080107,002,103088,,,104868,,,6-3 6-0,3,R32,Xavier Pujo,R,180,FRA,30.0889801506,James Ward,R,190,GBR,20.9089664613,510,50,555,40,,,,,,,,,,,,,,,,,,,,,,,,,
2008-M-FU-ESP-01A-2008,Spain F1,Clay,32,S,20080107,003,105515,,WC,105300,,Q,6-3 6-7(1) 6-3,3,R32,Jordi Samper Montana,U,,ESP,17.7577002053,Sergio Gutierrez Ferrol,R,,ESP,18.841889117,970,9,955,10,,,,,,,,,,,,,,,,,,,,,,,,,
2008-M-FU-ESP-01A-2008,Spain F1,Clay,32,S,20080107,004,105128,8,,105304,,Q,6-2 6-3,3,R32,Guillermo Olaso,U,,ESP,19.7864476386,Marcelo Palacios Siegenthale,U,,ESP,18.8281998631,464,62,1484,1,,,,,,,,,,,,,,,,,,,,,,,,,
2008-M-FU-ESP-01A-2008,Spain F1,Clay,32,S,20080107,005,104084,3,,103891,,,4-6 6-3 6-2,3,R32,Carlos Poch Gradin,L,185,ESP,25.1608487337,Alexandros Jakupovic,R,,GRE,26.0643394935,,,756,19,,,,,,,,,,,,,,,,,,,,,,,,,
2008-M-FU-ESP-01A-2008,Spain F1,Clay,32,S,20080107,006,103527,,,104850,,,5-2 RET,3,R32,Julien Jeanpierre,R,188,FRA,27.8275154004,Jonathan Dasnieres De Veigy,L,,FRA,21.0047912389,493,53,466,60,,,,,,,,,,,,,,,,,,,,,,,,,
2008-M-FU-ESP-01A-2008,Spain F1,Clay,32,S,20080107,007,105777,,WC,104633,,,6-3 6-3,3,R32,Grigor Dimitrov,R,188,BUL,16.6461327858,Mathieu Rodrigues,U,,FRA,22.1656399726,1198,4,730,21,,,,,,,,,,,,,,,,,,,,,,,,,
2008-M-FU-ESP-01A-2008,Spain F1,Clay,32,S,20080107,008,105008,,,102167,6,,6-3 6-4,3,R32,Ignacio Coll Riudavets,U,,ESP,20.3394934976,Juan Albert Viloca Puig,R,185,ESP,34.970568104,490,54,426,72,,,,,,,,,,,,,,,,,,,,,,,,,
2008-M-FU-ESP-01A-2008,Spain F1,Clay,32,S,20080107,009,104384,5,,119643,,Q,6-0 6-1,3,R32,Pablo Santos,R,183,ESP,23.5619438741,Abel Hernandez Aguila,U,,ESP,18.3545516769,417,75,1484,1,,,,,,,,,,,,,,,,,,,,,,,,,
2008-M-FU-ESP-01A-2008,Spain F1,Clay,32,S,20080107,010,104079,,,104376,,Q,4-6 7-5 6-1,3,R32,Marius Zay,U,,GER,25.2019164956,David Ollivier Baquero,U,,ESP,23.6084873374,580,37,1273,3,,,,,,,,,,,,,,,,,,,,,,,,,
2008-M-FU-ESP-01A-2008,Spain F1,Clay,32,S,20080107,011,105124,,Q,105400,,Q,6-4 6-2,3,R32,Carlos Calderon Rodriguez,R,,ESP,19.8028747433,Stephane Piro,U,,FRA,18.4038329911,1391,2,1239,4,,,,,,,,,,,,,,,,,,,,,,,,,
2008-M-FU-ESP-01A-2008,Spain F1,Clay,32,S,20080107,012,105063,4,,105283,,Q,6-2 4-6 7-5,3,R32,Andrea Arnaboldi,L,,ITA,20.0301163587,Gerard Granollers,R,,ESP,18.9349760438,398,81,1057,7,,,,,,,,,,,,,,,,,,,,,,,,,
2008-M-FU-ESP-01A-2008,Spain F1,Clay,32,S,20080107,013,105097,,,104666,7,,6-3 5-7 6-3,3,R32,Valery Rudnev,U,,RUS,19.8904859685,Pedro Clar Rossello,R,,ESP,21.954825462,635,30,453,64,,,,,,,,,,,,,,,,,,,,,,,,,
