tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2016-0352,Paris Masters,Hard,64,M,20161031,237,105573,105188,,,105732,103917,1,,6-4 3-6 (10-6),3,F,Henri Kontinen,R,,FIN,26.3682409309,John Peers,R,,AUS,28.2683093771,Pierre Hugues Herbert,R,188,FRA,25.6235455168,Nicolas Mahut,R,190,FRA,34.7761806982,21,3450,25,3150,2,7535,1,8150,75,11,5,59,38,31,11,9,2,3,7,5,59,38,31,12,10,3,4,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,236,105732,103917,1,,103523,102110,8,,6-4 3-6 (10-6),3,SF,Pierre Hugues Herbert,R,188,FRA,25.6235455168,Nicolas Mahut,R,190,FRA,34.7761806982,Rohan Bopanna,R,190,IND,36.6598220397,Daniel Nestor,L,190,CAN,44.1560574949,2,7535,1,8150,22,3350,17,3850,75,3,2,55,39,31,9,9,2,3,3,9,61,32,26,13,10,3,4,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,235,105573,105188,,,104249,105577,6,,6-4 6-4,3,SF,Henri Kontinen,R,,FIN,26.3682409309,John Peers,R,,AUS,28.2683093771,Marcelo Melo,R,203,BRA,33.106091718,Vasek Pospisil,R,193,CAN,26.3572895277,21,3450,25,3150,7,6300,18,3830,69,4,1,50,28,25,15,10,1,1,3,4,61,35,24,14,10,6,8,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,234,105732,103917,1,,103852,104043,5,,6-3 6-7(5) (10-6),3,QF,Pierre Hugues Herbert,R,188,FRA,25.6235455168,Nicolas Mahut,R,190,FRA,34.7761806982,Feliciano Lopez,L,188,ESP,35.112936345,Marc Lopez,R,175,ESP,34.2532511978,2,7535,1,8150,13,4260,12,4413,93,9,1,74,52,40,13,11,1,2,2,0,68,46,35,11,10,4,6,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,233,103523,102110,8,,103977,106058,,,2-6 6-3 (10-5),3,QF,Rohan Bopanna,R,190,IND,36.6598220397,Daniel Nestor,L,190,CAN,44.1560574949,Nicholas Monroe,R,178,USA,34.5544147844,Jack Sock,R,185,USA,24.1013004791,22,3350,17,3850,62,1253,11,4500,59,7,8,61,35,25,14,9,2,5,6,4,51,34,26,8,8,1,3,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,232,105573,105188,,,103184,103185,3,,6-4 6-2,3,QF,Henri Kontinen,R,,FIN,26.3682409309,John Peers,R,,AUS,28.2683093771,Bob Bryan,L,193,USA,38.507871321,Mike Bryan,R,190,USA,38.507871321,21,3450,25,3150,5,6590,5,6590,50,10,4,46,28,25,11,9,1,1,2,1,47,32,22,9,9,2,5,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,231,104249,105577,6,,105777,103529,,,3-6 6-3 (10-8),3,QF,Marcelo Melo,R,203,BRA,33.106091718,Vasek Pospisil,R,193,CAN,26.3572895277,Grigor Dimitrov,R,188,BUL,25.4620123203,Aisam Ul Haq Qureshi,R,183,PAK,36.6242299795,7,6300,18,3830,422,135,41,1878,74,3,3,61,36,24,17,9,3,4,2,1,53,28,25,15,9,1,2,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,230,105732,103917,1,,105373,105311,,,6-2 6-2,3,R16,Pierre Hugues Herbert,R,188,FRA,25.6235455168,Nicolas Mahut,R,190,FRA,34.7761806982,Martin Klizan,L,190,SVK,27.3073237509,Joao Sousa,R,185,POR,27.5893223819,2,7535,1,8150,278,250,151,495,57,4,1,42,29,25,7,8,6,6,2,3,47,27,16,7,8,3,7,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,229,103852,104043,5,,103898,104273,,,6-3 6-4,3,R16,Feliciano Lopez,L,188,ESP,35.112936345,Marc Lopez,R,175,ESP,34.2532511978,Julien Benneteau,R,185,FRA,34.8637919233,Edouard Roger Vasselin,R,188,FRA,32.9253935661,13,4260,12,4413,39,2310,19,3690,67,2,4,55,36,28,8,10,7,9,3,0,50,29,19,12,9,5,9,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,228,103977,106058,,,103828,104486,4,,2-6 6-3 (10-7),3,R16,Nicholas Monroe,R,178,USA,34.5544147844,Jack Sock,R,185,USA,24.1013004791,Jean Julien Rojer,R,183,AHO,35.1841204654,Horia Tecau,R,193,ROU,31.780971937,62,1253,11,4500,10,4630,9,5240,61,4,1,52,36,25,8,8,5,7,5,2,54,35,26,12,9,2,4,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,227,103523,102110,8,,106298,104542,,,7-6(6) 6-7(2) (14-12),3,R16,Rohan Bopanna,R,190,IND,36.6598220397,Daniel Nestor,L,190,CAN,44.1560574949,Lucas Pouille,R,185,FRA,22.6858316222,Jo Wilfried Tsonga,R,188,FRA,31.5400410678,22,3350,17,3850,97,810,207,360,101,10,3,85,53,43,21,12,3,4,4,1,87,48,34,29,12,1,2,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,226,105573,105188,,,104071,104330,7,,6-4 7-6(4),3,R16,Henri Kontinen,R,,FIN,26.3682409309,John Peers,R,,AUS,28.2683093771,Raven Klaasen,R,180,RSA,34.0424366872,Rajeev Ram,R,193,USA,32.6214921287,21,3450,25,3150,15,3930,16,3870,77,10,4,63,34,29,20,11,3,3,0,3,64,42,29,14,11,4,5,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,225,103184,103185,3,,111460,105173,,WC,6-4 6-4,3,R16,Bob Bryan,L,193,USA,38.507871321,Mike Bryan,R,190,USA,38.507871321,Quentin Halys,R,,FRA,20.0136892539,Adrian Mannarino,L,183,FRA,28.3394934976,5,6590,5,6590,272,256,102,790,50,5,2,50,34,29,11,10,0,0,7,3,50,31,23,11,10,2,4,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,224,104249,105577,6,,104259,106233,,,6-3 6-4,3,R16,Marcelo Melo,R,203,BRA,33.106091718,Vasek Pospisil,R,193,CAN,26.3572895277,Philipp Kohlschreiber,R,178,GER,33.0431211499,Dominic Thiem,R,185,AUT,23.1594798084,7,6300,18,3830,206,360,110,735,56,4,2,52,36,32,8,10,0,0,2,2,50,29,21,13,9,2,4,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,223,105777,103529,,,104679,103946,2,,6-4 3-6 (10-6),3,R16,Grigor Dimitrov,R,188,BUL,25.4620123203,Aisam Ul Haq Qureshi,R,183,PAK,36.6242299795,Jamie Murray,L,190,GBR,30.71321013,Bruno Soares,R,180,BRA,34.674880219,422,135,41,1878,4,7275,3,7340,80,4,3,54,28,25,16,9,0,1,2,2,62,37,27,16,10,4,5,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,221,105373,105311,,,104802,104468,,,6-4 6-7(2) (10-7),3,R32,Martin Klizan,L,190,SVK,27.3073237509,Joao Sousa,R,185,POR,27.5893223819,Fabrice Martin,R,,FRA,30.1382614648,Gilles Simon,R,183,FRA,31.8439425051,278,250,151,495,37,2360,208,360,86,2,2,72,40,31,22,11,3,4,9,2,69,55,44,7,11,1,3,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,220,103898,104273,,,104655,103543,,,2-6 6-0 (10-6),3,R32,Julien Benneteau,R,185,FRA,34.8637919233,Edouard Roger Vasselin,R,188,FRA,32.9253935661,Pablo Cuevas,R,180,URU,30.8309377139,David Marrero,R,185,ESP,36.5639972621,39,2310,19,3690,35,2415,43,1850,51,8,3,43,33,23,6,7,0,2,6,1,45,23,14,12,7,3,6,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,217,103977,106058,,,104693,103690,,,6-2 6-3,3,R32,Nicholas Monroe,R,178,USA,34.5544147844,Jack Sock,R,185,USA,24.1013004791,Dominic Inglot,R,,GBR,30.6557152635,Marcin Matkowski,R,188,POL,35.7919233402,62,1253,11,4500,40,2135,36,2360,54,3,2,51,33,25,10,9,2,3,3,4,50,31,19,8,8,3,7,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,216,106298,104542,,,105559,106137,,WC,7-5 3-6 (10-7),3,R32,Lucas Pouille,R,185,FRA,22.6858316222,Jo Wilfried Tsonga,R,188,FRA,31.5400410678,Jonathan Eysseric,L,180,FRA,26.431211499,Tristan Lamasine,R,,FRA,23.6577686516,97,810,207,360,112,715,128,620,83,4,3,72,44,32,12,11,9,12,2,4,64,40,31,9,10,2,4,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,213,105573,105188,,,104600,103018,,,6-2 6-2,3,R32,Henri Kontinen,R,,FIN,26.3682409309,John Peers,R,,AUS,28.2683093771,Treat Conrad Huey,L,178,PHI,31.1759069131,Max Mirnyi,R,196,BLR,39.3210130048,21,3450,25,3150,23,3245,24,3200,45,9,3,39,23,22,10,8,2,2,1,5,41,26,18,7,8,0,4,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,212,111460,105173,,WC,104925,102800,,,6-3 6-4,3,R32,Quentin Halys,R,,FRA,20.0136892539,Adrian Mannarino,L,183,FRA,28.3394934976,Novak Djokovic,R,188,SRB,29.4455852156,Nenad Zimonjic,R,190,SRB,40.4079397673,272,256,102,790,,,61,1260,55,2,0,45,30,26,9,9,1,2,2,1,55,43,29,4,10,2,6,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,209,104259,106233,,,103893,105077,,,6-1 7-5,3,R32,Philipp Kohlschreiber,R,178,GER,33.0431211499,Dominic Thiem,R,185,AUT,23.1594798084,Paolo Lorenzi,R,183,ITA,34.8774811773,Albert Ramos,L,188,ESP,28.7885010267,206,360,110,735,179,420,579,90,54,9,0,44,35,32,8,10,0,0,2,5,53,32,22,7,9,5,8,,,,,,,,,,,,,,,,,,,,
2016-0352,Paris Masters,Hard,64,M,20161031,208,105777,103529,,,108701,104857,,,6-2 7-6(5),3,R32,Grigor Dimitrov,R,188,BUL,25.4620123203,Aisam Ul Haq Qureshi,R,183,PAK,36.6242299795,Juan Sebastian Cabal,R,,COL,30.5188227242,Robert Farah,R,193,COL,29.7796030116,422,135,41,1878,29,2660,29,2660,80,4,1,63,44,34,10,10,2,2,2,5,61,39,28,10,10,2,4,,,,,,,,,,,,,,,,,,,,
2016-0451,Doha,Hard,32,A,20160104,269,103852,104043,3,,104332,103580,4,,6-4 6-3,3,F,Feliciano Lopez,L,188,ESP,34.288843258,Marc Lopez,R,175,ESP,33.4291581109,Philipp Petzschner,R,185,GER,31.780971937,Alexander Peya,R,183,AUT,35.5208761123,35,1995,32,2145,50,1395,24,3000,66,5,2,48,36,28,8,9,4,4,3,1,55,33,24,11,10,4,7,,,,,,,,,,,,,,,,,,,,
