tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner1_id,winner2_id,winner_seed,winner_entry,loser1_id,loser2_id,loser_seed,loser_entry,score,best_of,round,winner1_name,winner1_hand,winner1_ht,winner1_ioc,winner1_age,winner2_name,winner2_hand,winner2_ht,winner2_ioc,winner2_age,loser1_name,loser1_hand,loser1_ht,loser1_ioc,loser1_age,loser2_name,loser2_hand,loser2_ht,loser2_ioc,loser2_age,winner1_rank,winner1_rank_points,winner2_rank,winner2_rank_points,loser1_rank,loser1_rank_points,loser2_rank,loser2_rank_points,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2006-1536,Madrid Masters,Hard,48,M,20061016,300,103184,103185,1,,101956,102110,3,,7-5 6-4,3,F,Bob Bryan,L,193,USA,28.4654346338,Mike Bryan,R,190,USA,28.4654346338,Mark Knowles,R,190,BAH,35.1156741958,Daniel Nestor,L,190,CAN,34.1136208077,1,5800,1,5800,6,4075,5,4085,,,,,,,,,,,,,,,,,,,,
2006-1536,Madrid Masters,Hard,48,M,20061016,299,103184,103185,1,,103080,102061,4,,6-7 6-3 10-6,3,SF,Bob Bryan,L,193,USA,28.4654346338,Mike Bryan,R,190,USA,28.4654346338,Paul Hanley,R,183,AUS,28.9253935661,Kevin Ullyett,R,178,ZIM,34.3983572895,1,5800,1,5800,8,3790,7,3940,,,,,,,,,,,,,,,,,,,,
2006-1536,Madrid Masters,Hard,48,M,20061016,298,101956,102110,3,,102035,103018,2,,6-4 6-4,3,SF,Mark Knowles,R,190,BAH,35.1156741958,Daniel Nestor,L,190,CAN,34.1136208077,Jonas Bjorkman,R,183,SWE,34.5653661875,Max Mirnyi,R,196,BLR,29.2785763176,6,4075,5,4085,4,5080,3,5105,,,,,,,,,,,,,,,,,,,,
2006-1536,Madrid Masters,Hard,48,M,20061016,297,103184,103185,1,,102148,102800,,,7-6 7-5,3,QF,Bob Bryan,L,193,USA,28.4654346338,Mike Bryan,R,190,USA,28.4654346338,Fabrice Santoro,R,178,FRA,33.8507871321,Nenad Zimonjic,R,190,SRB,30.3655030801,1,5800,1,5800,11,3335,12,3310,,,,,,,,,,,,,,,,,,,,
2006-1536,Madrid Masters,Hard,48,M,20061016,296,102035,103018,2,,103586,103690,,,7-6 6-4,3,QF,Jonas Bjorkman,R,183,SWE,34.5653661875,Max Mirnyi,R,196,BLR,29.2785763176,Mariusz Fyrstenberg,L,193,POL,26.2724161533,Marcin Matkowski,R,188,POL,25.749486653,4,5080,3,5105,16,1990,17,1990,,,,,,,,,,,,,,,,,,,,
2006-1536,Madrid Masters,Hard,48,M,20061016,295,101956,102110,3,,102968,103544,,,4-6 7-6 11-9,3,QF,Mark Knowles,R,190,BAH,35.1156741958,Daniel Nestor,L,190,CAN,34.1136208077,Jonathan Erlich,R,180,ISR,29.53045859,Andy Ram,R,180,ISR,26.5160848734,6,4075,5,4085,13,2460,13,2460,,,,,,,,,,,,,,,,,,,,
2006-1536,Madrid Masters,Hard,48,M,20061016,294,103080,102061,4,,104160,101779,,,W/O,3,QF,Paul Hanley,R,183,AUS,28.9253935661,Kevin Ullyett,R,178,ZIM,34.3983572895,Lukas Dlouhy,R,185,CZE,23.5208761123,Pavel Vizner,R,183,CZE,36.2546201232,8,3790,7,3940,21,1879,15,2175,,,,,,,,,,,,,,,,,,,,
2006-1536,Madrid Masters,Hard,48,M,20061016,293,103184,103185,1,,103602,104022,,,6-1 6-3,3,R16,Bob Bryan,L,193,USA,28.4654346338,Mike Bryan,R,190,USA,28.4654346338,Fernando Gonzalez,R,183,CHI,26.2149212868,Mikhail Youzhny,R,183,RUS,24.3093771389,1,5800,1,5800,63,800,68,740,,,,,,,,,,,,,,,,,,,,
2006-1536,Madrid Masters,Hard,48,M,20061016,292,102035,103018,2,,104607,103813,,,6-4 6-3,3,R16,Jonas Bjorkman,R,183,SWE,34.5653661875,Max Mirnyi,R,196,BLR,29.2785763176,Tomas Berdych,R,196,CZE,21.0787132101,Jarkko Nieminen,L,185,FIN,25.2320328542,4,5080,3,5105,65,760,57,865,,,,,,,,,,,,,,,,,,,,
2006-1536,Madrid Masters,Hard,48,M,20061016,291,101956,102110,3,,103852,104745,,WC,4-6 7-5 11-9,3,R16,Mark Knowles,R,190,BAH,35.1156741958,Daniel Nestor,L,190,CAN,34.1136208077,Feliciano Lopez,L,188,ESP,25.0704996578,Rafael Nadal,L,185,ESP,20.3696098563,6,4075,5,4085,128,420,317,165,,,,,,,,,,,,,,,,,,,,
2006-1536,Madrid Masters,Hard,48,M,20061016,290,103080,102061,4,,103900,102585,,,3-6 6-2 10-2,3,R16,Paul Hanley,R,183,AUS,28.9253935661,Kevin Ullyett,R,178,ZIM,34.3983572895,David Nalbandian,R,180,ARG,24.7885010267,Sebastian Prieto,R,180,ARG,31.4113620808,8,3790,7,3940,358,140,28,1445,,,,,,,,,,,,,,,,,,,,
2006-1536,Madrid Masters,Hard,48,M,20061016,289,104160,101779,,,104925,102904,,,7-6 6-3,3,R16,Lukas Dlouhy,R,185,CZE,23.5208761123,Pavel Vizner,R,183,CZE,36.2546201232,Novak Djokovic,R,188,SRB,19.4031485284,Leos Friedl,R,183,CZE,29.787816564,21,1879,15,2175,300,175,22,1865,,,,,,,,,,,,,,,,,,,,
2006-1536,Madrid Masters,Hard,48,M,20061016,288,102968,103544,,,102405,103484,,,6-0 6-3,3,R16,Jonathan Erlich,R,180,ISR,29.53045859,Andy Ram,R,180,ISR,26.5160848734,Mahesh Bhupathi,R,185,IND,32.3586584531,James Blake,R,185,USA,26.8008213552,13,2460,13,2460,27,1465,100,535,,,,,,,,,,,,,,,,,,,,
2006-1536,Madrid Masters,Hard,48,M,20061016,287,103586,103690,,,102093,102233,,,6-7 6-2 12-10,3,R16,Mariusz Fyrstenberg,L,193,POL,26.2724161533,Marcin Matkowski,R,188,POL,25.749486653,Martin Damm,R,188,CZE,34.2067077344,Leander Paes,R,178,IND,33.3305954825,16,1990,17,1990,9,3645,10,3535,,,,,,,,,,,,,,,,,,,,
2006-1536,Madrid Masters,Hard,48,M,20061016,286,102148,102800,,,102388,102751,,WC,6-3 7-6,3,R16,Fabrice Santoro,R,178,FRA,33.8507871321,Nenad Zimonjic,R,190,SRB,30.3655030801,Simon Aspelin,R,185,SWE,32.4325804244,Todd Perry,R,175,AUS,30.5817932923,11,3335,12,3310,20,1905,19,1905,,,,,,,,,,,,,,,,,,,,
2006-1720,Bangkok,Hard,32,A,20060925,300,102968,103544,1,,104918,104679,,,6-2 2-6 10-4,3,F,Jonathan Erlich,R,180,ISR,29.4729637235,Andy Ram,R,180,ISR,26.4585900068,Andy Murray,R,190,GBR,19.3648186174,Jamie Murray,L,190,GBR,20.6132785763,13,2470,13,2470,235,230,110,468,,,,,,,,,,,,,,,,,,,,
2006-1720,Bangkok,Hard,32,A,20060925,299,102968,103544,1,,102659,103039,3,,6-1 6-4,3,SF,Jonathan Erlich,R,180,ISR,29.4729637235,Andy Ram,R,180,ISR,26.4585900068,Ashley Fisher,R,183,AUS,31.0006844627,Tripp Phillips,R,185,USA,29.0814510609,13,2470,13,2470,28,1502,39,1160,,,,,,,,,,,,,,,,,,,,
2006-1720,Bangkok,Hard,32,A,20060925,298,104918,104679,,,101904,103459,,,7-6 6-4,3,SF,Andy Murray,R,190,GBR,19.3648186174,Jamie Murray,L,190,GBR,20.6132785763,Chris Haggard,L,178,RSA,35.4113620808,Jordan Kerr,R,180,AUS,26.9158110883,235,230,110,468,30,1350,86,627,,,,,,,,,,,,,,,,,,,,
